timestamp,action,symbol,strategy,direction,entry_price,exit_price,pnl_dollars,pnl_pct,hold_time_minutes,dte_at_entry,dte_at_exit,entry_delta,entry_theta,entry_signal_strength,entry_conviction,entry_credit_ratio,entry_whale_premium,entry_prob_profit,entry_underlying_price,vix_at_entry,entry_flow_direction,profit_tier_reached,stop_loss_price,scaled_stop_level,exit_reason,day_of_week,hour_of_day,quantity,max_risk_dollars
2026-03-18T14:26:46.780286,CLOSE,SMH,bear_call_spread,bearish,1.69,1.24,45.00,26.63,8561,3,1,0.000,0.2818,0,0,0.3380,0,0.0000,0.00,0.00,,0,-4.22,,Credit DTE exit: 1 DTE with +14.2% profit — avoiding assignment risk,Wednesday,14,1,331.00
2026-03-18T15:14:42.452364,OPEN,AVGO,bear_call_spread,bearish,0.85,0.85,0,0,0,4,4,0.060,0.0453,86,100,0.2240,1675615,0.6482,319.98,0.00,,0,-2.12,,,Wednesday,15,3,582.00
2026-03-18T16:02:51.553883,CLOSE,IWM,bear_call_spread,bearish,1.10,0.55,110.00,50.00,3018,6,4,0.000,0.0892,0,0,0.3667,0,0.0000,0.00,0.00,,0,-2.75,,Take profit hit: close=$0.55 <= $0.55 (50% of credit),Wednesday,16,2,380.00
2026-03-18T16:34:18.755665,OPEN,AAPL,bear_call_spread,bearish,0.54,0.54,0,0,0,4,4,0.126,0.0590,90,96,0.2120,2581243,0.7532,250.89,0.00,,0,-1.35,,,Wednesday,16,2,394.00
2026-03-19T15:11:11.921259,OPEN,IWM,bear_call_spread,bearish,1.22,1.22,0,0,0,5,5,0.125,0.0662,94,100,0.3900,2926176,0.6029,245.73,0.00,,0,-3.05,,,Thursday,15,3,549.00
2026-03-19T15:13:30.081563,OPEN,NVDA,bull_put_spread,bullish,0.55,0.55,0,0,0,5,5,-0.095,0.0122,87,93,0.2160,4454822,0.6772,178.76,0.00,,0,-1.38,,,Thursday,15,1,196.00
2026-03-19T16:33:26.716352,CLOSE,AAPL,bear_call_spread,bearish,0.54,0.27,54.00,50.00,1439,4,3,0.000,0.0708,0,0,0.2160,0,0.0000,0.00,0.00,,0,-1.35,,Take profit hit: close=$0.27 <= $0.27 (50% of credit),Thursday,16,2,392.00
2026-03-19T16:33:41.157871,OPEN,META,bull_put_spread,bullish,1.36,1.36,0,0,0,5,5,-0.066,0.0294,84,98,0.2700,12229564,0.5943,605.60,0.00,,0,-3.40,,,Thursday,16,1,365.00
2026-03-20T14:13:50.843286,OPEN,CRM,bull_put_spread,bullish,0.72,0.72,0,0,0,6,6,-0.063,0.0135,86,100,0.2120,2605246,0.6476,194.19,0.00,,0,-1.80,,,Friday,14,2,394.00
2026-03-20T19:34:03.505415,CLOSE,IWM,bear_call_spread,bearish,1.22,0.61,183.00,50.00,1703,5,4,0.000,0.0958,0,0,0.4067,0,0.0000,0.00,0.00,,0,-3.05,,Take profit hit: close=$0.61 <= $0.61 (50% of credit),Friday,19,3,534.00
2026-03-23T13:45:14.247154,OPEN,IWM,bear_call_spread,bearish,1.15,1.15,0,0,0,6,6,0.088,0.0555,96,93,0.3667,14350631,0.6485,247.50,0.00,,0,-2.88,,,Monday,13,3,570.00
2026-03-23T13:45:14.680045,OPEN,C,bear_call_spread,bearish,0.82,0.82,0,0,0,3,3,0.135,0.0611,85,100,0.2600,2521982,0.6357,112.64,0.00,,0,-2.05,,,Monday,13,1,222.00
2026-03-23T13:58:15.510134,CLOSE,NVDA,bull_put_spread,bullish,0.55,0.55,0,0,5685,3,1,0.000,-0.0243,0,0,0.2200,0,0.0000,0.00,0.00,,0,-1.38,,Credit DTE exit: 1 DTE with +0.0% profit — avoiding assignment risk,Monday,13,1,195.00
2026-03-23T14:15:02.355301,OPEN,AAPL,bull_put_spread,bullish,0.73,0.73,0,0,0,6,6,-0.095,0.0143,84,92,0.2360,5420282,0.6061,252.18,0.00,,0,-1.82,,,Monday,14,1,191.00
2026-03-23T15:01:00.515596,CLOSE,META,bull_put_spread,bullish,1.36,1.34,2.00,1.47,5667,3,1,0.000,0.1138,0,0,0.2720,0,0.0000,0.00,0.00,,0,-3.40,,Credit DTE exit: 1 DTE with +1.5% profit — avoiding assignment risk,Monday,15,1,364.00
2026-03-23T15:09:40.989896,OPEN,XOM,bull_put_spread,bullish,0.67,0.67,0,0,0,3,3,-0.138,0.0271,86,96,0.2200,2693299,0.6587,159.76,0.00,,0,-1.68,,,Monday,15,1,195.00
2026-03-26T19:30:05.277629,CLOSE,CRM,bull_put_spread,bullish,0.72,1.98,-252.00,-175.00,8956,5,0,0.000,-0.3852,0,0,0.2880,0,0.0000,0.00,0.00,,0,-1.80,,"EXPIRY DAY EXIT: Position expires today, closing at 15:30 ET (deadline 15:30)",Thursday,19,2,356.00
2026-03-27T14:12:22.425715,OPEN,META,bull_put_spread,bullish,1.49,1.49,0,0,0,5,5,-0.037,0.0627,85,98,0.2700,13193814,0.6353,533.16,0.00,,0,-3.73,,,Friday,14,1,365.00
2026-03-30T13:30:04.067171,CLOSE,IWM,bear_call_spread,bearish,1.15,0.15,300.00,86.96,10065,1,-1,0.000,0.1022,0,0,0.3833,0,0.0000,0.00,0.00,,0,-2.88,,Credit DTE exit: 0 DTE with +80.9% profit — avoiding assignment risk,Monday,13,3,555.00
2026-03-30T13:34:43.333076,CLOSE,AAPL,bull_put_spread,bullish,0.73,1.54,-81.00,-110.96,10040,1,-1,0.000,-0.0134,0,0,0.2920,0,0.0000,0.00,0.00,,0,-1.82,,Roll partial close (open leg failed: Open leg failed),Monday,13,1,177.00
2026-03-30T13:45:04.163897,OPEN,GLD,bull_put_spread,bullish,1.03,1.03,0,0,0,6,6,-0.045,0.0049,71,94,0.1375,19643483,0.6441,417.47,0.00,,0,-2.58,,,Monday,13,1,345.00
2026-03-30T13:46:47.509320,OPEN,IWM,bear_call_spread,bearish,0.94,0.94,0,0,0,6,6,0.087,0.0326,98,97,0.3100,8691497,0.6934,242.94,0.00,,0,-2.35,,,Monday,13,2,414.00
2026-03-30T16:05:17.965436,OPEN,NVDA,bull_put_spread,bullish,0.53,0.53,0,0,0,6,6,-0.070,0.0215,88,93,0.2080,27011092,0.7077,167.07,0.00,,0,-1.33,,,Monday,16,3,594.00
2026-03-30T16:20:25.381749,OPEN,AAPL,bull_put_spread,bullish,0.62,0.62,0,0,0,6,6,-0.077,0.0200,87,91,0.2160,19018208,0.6640,246.40,0.00,,0,-1.55,,,Monday,16,1,196.00
2026-03-31T13:19:40.336147,CLOSE,META,bull_put_spread,bullish,1.49,1.14,35.00,23.49,5707,3,1,0.000,0.1506,0,0,0.2980,0,0.0000,0.00,0.00,,0,-3.73,,Position removed: 5 failed close attempts — likely settled on Tradier,Tuesday,13,1,351.00
2026-03-31T14:32:30.150688,OPEN,QQQ,bear_call_spread,bearish,2.18,2.18,0,0,0,5,5,0.128,0.1095,95,92,0.3617,602037794,0.6342,568.46,0.00,,0,-5.45,,,Tuesday,14,1,383.00
2026-03-31T16:26:06.299146,CLOSE,NVDA,bull_put_spread,bullish,0.53,0.26,81.00,50.94,1461,6,5,-0.070,0.0307,88,93,0.2080,27011092,0.7077,167.07,30.07,bullish,0,-1.33,,Take profit hit: close=$0.26 <= $0.27 (50% of credit),Tuesday,16,3,594.00
2026-03-31T16:40:49.757434,CLOSE,AAPL,bull_put_spread,bullish,0.62,0.26,36.00,58.06,1460,6,5,-0.077,0.0323,87,91,0.2160,19018208,0.6640,246.40,30.12,bullish,0,-1.55,,Take profit hit: close=$0.30 <= $0.31 (50% of credit),Tuesday,16,1,196.00
2026-03-31T18:31:19.441548,OPEN,NVDA,bull_put_spread,bullish,0.58,0.58,0,0,0,5,5,-0.103,0.0197,87,91,0.2320,48654059,0.6756,173.25,0.00,,0,-1.45,,,Tuesday,18,3,576.00
2026-04-01T13:32:15.261391,CLOSE,GLD,bull_put_spread,bullish,1.03,0.50,53.00,51.46,2867,7,4,0.000,0.0423,0,0,0.2575,0,0.0000,0.00,0.00,,0,-2.58,,Take profit hit: close=$0.51 <= $0.52 (50% of credit),Wednesday,13,1,297.00
2026-04-01T13:45:40.859797,OPEN,GLD,bull_put_spread,bullish,0.78,0.78,0,0,0,4,4,-0.076,0.0306,74,94,0.1275,9329532,0.7287,435.69,0.00,,0,-1.95,,,Wednesday,13,1,349.00
2026-04-01T14:14:42.655836,CLOSE,NVDA,bull_put_spread,bullish,0.58,0.29,87.00,50.00,1183,5,4,-0.103,0.0291,87,91,0.2320,48654059,0.6756,173.25,26.29,bullish,0,-1.45,,Take profit hit: close=$0.29 <= $0.29 (50% of credit),Wednesday,14,3,576.00
2026-04-02T13:16:32.617119,CLOSE,IWM,bear_call_spread,bearish,0.94,2.32,-276.00,-146.81,4290,7,3,0.000,0.0062,0,0,0.3133,0,0.0000,0.00,0.00,,0,-2.35,,Roll partial close (open leg failed: Open leg failed),Thursday,13,2,412.00
2026-04-02T13:30:44.888216,CLOSE,GLD,bull_put_spread,bullish,0.78,3.55,-277.00,-355.13,1425,4,3,-0.076,0.0544,74,94,0.1275,9329532,0.7287,435.69,25.03,bullish,0,-1.95,,Roll partial close (open leg failed: Open leg failed),Thursday,13,1,349.00
2026-04-02T14:36:26.243255,CLOSE,QQQ,bear_call_spread,bearish,2.18,4.37,-219.00,-100.46,2884,5,3,0.128,0.0527,95,92,0.3617,602037794,0.6342,568.46,27.31,bearish,0,-5.45,,Roll partial close (open leg failed: Open leg failed),Thursday,14,1,383.00
2026-04-02T15:21:20.368123,OPEN,IWM,bear_call_spread,bearish,0.99,0.99,0,0,0,5,5,0.129,0.0637,97,91,0.3167,8546095,0.6694,250.43,0.00,,0,-2.48,,,Thursday,15,1,205.00
2026-04-02T15:41:23.171704,OPEN,ORCL,bear_call_spread,bearish,0.64,0.64,0,0,0,7,7,0.084,0.0268,88,95,0.2520,4432545,0.6908,145.29,0.00,,0,-1.60,,,Thursday,15,1,187.00
2026-04-02T15:53:40.281210,OPEN,SMH,bull_put_spread,bullish,0.88,0.88,0,0,0,7,7,-0.062,0.0346,71,93,0.1700,7632340,0.6551,389.81,0.00,,0,-2.20,,,Thursday,15,1,415.00
2026-04-02T16:03:57.744762,OPEN,COIN,bear_call_spread,bearish,0.68,0.68,0,0,0,7,7,0.049,0.0313,88,92,0.2000,13109991,0.7117,171.21,0.00,,0,-1.70,,,Thursday,16,1,200.00
2026-04-02T16:10:51.820912,OPEN,GLD,bear_call_spread,bearish,1.21,1.21,0,0,0,5,5,0.085,0.0579,88,91,0.2125,47113562,0.6964,427.56,0.00,,0,-3.02,,,Thursday,16,1,315.00
2026-04-02T19:01:42.984492,CLOSE,IWM,bear_call_spread,bearish,0.94,1.94,-200.00,-106.38,4635,4,3,0.000,0.0128,0,0,0.3133,0,0.0000,0.00,0.00,,0,-2.35,,Roll partial close (open leg failed: Open leg failed),Thursday,19,2,412.00
2026-04-02T19:02:27.539254,CLOSE,META,bull_put_spread,bullish,1.49,0.01,148.00,99.33,8930,1,-1,0.000,,0,0,0.2980,0,0.0000,0.00,0.00,,0,-3.73,,Position removed: expired (DTE=-1) — likely settled on Tradier,Thursday,19,1,351.00
2026-04-03T13:15:59.192884,CLOSE,META,bull_put_spread,bullish,1.49,0.00,149.00,100.00,10024,1,0,0.000,,0,0,0.2980,0,0.0000,0.00,0.00,,0,-3.73,,closed/expired on Tradier (recon),Friday,13,1,351.00
2026-04-06T13:32:28.874999,CLOSE,IWM,bear_call_spread,bearish,0.99,0.94,5.00,5.05,5651,6,1,0.000,0.0707,0,0,0.3300,0,0.0000,0.00,0.00,,0,-2.47,,Credit DTE exit: 1 DTE with +5.1% profit — avoiding assignment risk,Monday,13,1,201.00
2026-04-06T13:34:25.886299,CLOSE,GLD,bear_call_spread,bearish,1.21,1.05,16.00,13.22,5604,6,1,0.000,0.0673,0,0,0.3025,0,0.0000,0.00,0.00,,0,-3.02,,Credit DTE exit: 1 DTE with +0.8% profit — avoiding assignment risk,Monday,13,1,279.00
2026-04-06T13:45:24.192265,OPEN,IWM,bear_call_spread,bearish,1.13,1.13,0,0,0,6,6,0.111,0.0359,100,93,0.3467,30161372,0.6602,251.57,0.00,,0,-2.82,,,Monday,13,2,392.00
2026-04-06T13:58:38.180988,OPEN,PLTR,bear_call_spread,bearish,0.83,0.83,0,0,0,3,3,0.094,0.0346,100,91,0.3320,9684487,0.6919,149.66,0.00,,0,-2.07,,,Monday,13,2,334.00
2026-04-07T14:00:00.656760,CLOSE,PLTR,bear_call_spread,bearish,0.83,0.41,84.00,50.60,1441,3,2,0.000,0.0839,0,0,0.3320,0,0.0000,0.00,0.00,,0,-2.08,,Take profit hit: close=$0.41 <= $0.42 (50% of credit),Tuesday,14,2,334.00
2026-04-07T14:00:38.704140,OPEN,GLD,bear_call_spread,bearish,1.05,1.05,0,0,0,5,5,0.079,0.0540,90,92,0.2375,6570428,0.6849,426.30,0.00,,0,-2.62,,,Tuesday,14,1,305.00
2026-04-07T14:07:37.700782,CLOSE,ORCL,bear_call_spread,bearish,0.64,0.28,36.00,56.25,7106,3,2,0.000,0.0623,0,0,0.2560,0,0.0000,0.00,0.00,,0,-1.60,,Take profit hit: close=$0.31 <= $0.32 (50% of credit),Tuesday,14,1,186.00
2026-04-07T15:32:44.812310,OPEN,AAPL,bear_call_spread,bearish,1.67,1.67,0,0,0,5,5,0.179,0.0958,99,96,0.3280,38750470,0.6099,247.50,0.00,,0,-4.17,,,Tuesday,15,1,336.00
2026-04-08T13:34:15.738176,CLOSE,SMH,bull_put_spread,bullish,0.90,0.35,55.00,61.11,2880,10,8,0.000,0.0366,0,0,0.1800,0,0.0000,0.00,0.00,,0,-2.25,,Take profit hit: close=$0.36 <= $0.45 (50% of credit),Wednesday,13,1,410.00
2026-04-13T19:30:07.898969,CLOSE,AAPL,bear_call_spread,bearish,1.67,5.00,-333.00,-199.40,8877,4,-1,0.000,-0.0001,0,0,0.3340,0,0.0000,0.00,0.00,,0,-4.18,,"EXPIRY DAY EXIT: Position expires today, closing at 15:30 ET (deadline 15:30)",Monday,19,1,333.00
2026-04-14T13:46:24.322041,OPEN,PLTR,bull_put_spread,bullish,0.55,0.55,0,0,0,9,9,-0.091,0.0122,77,92,0.1800,4945014,0.7271,137.13,0.00,,0,-1.38,,,Tuesday,13,1,246.00
2026-04-15T17:30:32.399185,CLOSE,COIN,bear_call_spread,bearish,0.45,2.14,-169.00,-375.56,13190,2,1,0.000,-0.1207,0,0,0.1800,0,0.0000,0.00,0.00,,0,-1.13,,Credit 1-DTE exit: 1 DTE with -377.8% — closing to avoid assignment/gamma risk,Wednesday,17,1,205.00
2026-04-15T17:30:34.656799,CLOSE,GLD,bear_call_spread,bearish,1.85,3.34,-149.00,-80.54,7438,2,1,0.000,-0.1035,0,0,0.4625,0,0.0000,0.00,0.00,,0,-4.62,,Credit 1-DTE exit: 1 DTE with -81.1% — closing to avoid assignment/gamma risk,Wednesday,17,1,215.00
2026-04-15T17:30:36.850663,CLOSE,IWM,bear_call_spread,bearish,2.26,3.00,-148.00,-32.74,7437,2,1,0.000,-0.0845,0,0,0.7533,0,0.0000,0.00,0.00,,0,-5.65,,Credit 1-DTE exit: 1 DTE with -34.5% — closing to avoid assignment/gamma risk,Wednesday,17,2,148.00
2026-04-15T18:46:24.512801,OPEN,AAPL,bull_put_spread,bullish,0.64,0.64,0,0,0,4,4,-0.111,0.0319,91,99,0.2360,7739929,0.6795,265.67,0.00,,0,-1.60,,,Wednesday,18,1,191.00
2026-04-15T19:01:26.424818,OPEN,SNOW,bull_put_spread,bullish,0.61,0.61,0,0,0,8,8,-0.065,0.0261,93,97,0.2033,17299241,0.7054,144.21,0.00,,0,-1.52,,,Wednesday,19,1,239.00
2026-04-16T15:22:53.905122,CLOSE,PLTR,bull_put_spread,bullish,0.55,0.27,28.00,50.91,2977,9,7,0.000,0.0226,0,0,0.1833,0,0.0000,0.00,0.00,,0,-1.37,,Take profit hit: close=$0.27 <= $0.27 (50% of credit),Thursday,15,1,245.00
2026-04-16T15:59:12.994088,OPEN,ORCL,bull_put_spread,bullish,0.64,0.64,0,0,0,7,7,-0.059,0.0236,71,100,0.2360,658329,0.6925,177.32,0.00,,0,-1.60,,,Thursday,15,1,191.00
2026-04-17T13:31:28.942040,CLOSE,AAPL,bull_put_spread,bullish,0.64,0.29,35.00,54.69,2565,3,2,0.000,0.0312,0,0,0.2560,0,0.0000,0.00,0.00,,0,-1.60,,Take profit hit: close=$0.29 <= $0.32 (50% of credit),Friday,13,1,186.00
2026-04-17T13:45:17.253539,OPEN,DIA,bull_call_spread,bearish,3.48,3.48,0,0,0,6,6,0.243,-0.1120,77,100,0.5214,28461393,0.4418,491.07,0.00,,0,2.96,,,Friday,13,1,365.00
2026-04-17T15:25:11.906155,OPEN,DIA,bull_put_spread,bullish,1.07,1.07,0,0,0,6,6,-0.149,0.0239,100,100,0.2140,3103626,0.6084,495.06,0.00,,0,-2.66,,,Friday,15,1,393.00
2026-04-17T15:31:12.506656,OPEN,COIN,bull_put_spread,bullish,0.55,0.55,0,0,0,6,6,-0.035,0.0388,94,98,0.2200,4207231,0.7101,211.30,0.00,,0,-1.37,,,Friday,15,3,585.00
2026-04-17T16:24:11.572753,OPEN,GLD,bull_put_spread,bullish,0.92,0.92,0,0,0,4,4,-0.123,0.0603,100,100,0.2300,7472617,0.6364,447.37,0.00,,0,-2.30,,,Friday,16,1,308.00
2026-04-17T16:55:27.160695,OPEN,XOM,bull_call_spread,bearish,1.06,1.06,0,0,0,6,6,0.124,-0.0182,78,98,0.5300,181981270,0.4388,145.18,0.00,,0,0.91,,,Friday,16,2,212.00
2026-04-17T16:55:29.768826,CLOSE,XOM,bull_call_spread,bearish,1.06,2.56,298.01,139.92,0,6,6,0.124,-0.1765,78,98,0.5300,181981270,0.4388,145.18,17.49,bullish,0,0.91,,Scaled profit Tier 4: +139.9% profit target reached — CLOSING,Friday,16,2,212.00
2026-04-17T16:56:05.074039,OPEN,XOM,bull_call_spread,bearish,1.06,1.06,0,0,0,6,6,0.124,-0.0182,78,98,0.5300,178143395,0.4395,145.19,0.00,,0,0.90,,,Friday,16,4,424.00
2026-04-17T16:56:07.948245,CLOSE,XOM,bull_call_spread,bearish,1.06,2.56,599.47,141.21,0,6,6,0.124,-0.1765,78,98,0.5300,178143395,0.4395,145.19,17.48,bullish,0,0.90,,Scaled profit Tier 4: +141.2% profit target reached — CLOSING,Friday,16,4,424.00
2026-04-17T16:56:47.008481,OPEN,AVGO,bull_put_spread,bullish,1.11,1.11,0,0,0,4,4,-0.099,0.0657,90,91,0.2220,8960753,0.6414,403.28,0.00,,0,-2.77,,,Friday,16,2,778.00
2026-04-17T16:56:47.013714,OPEN,XOM,bull_call_spread,bearish,1.05,1.05,0,0,0,6,6,0.124,-0.0182,78,98,0.5250,174036963,0.4360,145.13,0.00,,0,0.89,,,Friday,16,1,105.00
2026-04-17T16:56:49.231974,CLOSE,XOM,bull_call_spread,bearish,1.05,2.55,150.42,143.14,0,6,6,0.124,-0.1765,78,98,0.5250,174036963,0.4360,145.13,17.47,bullish,0,0.89,,Scaled profit Tier 4: +143.1% profit target reached — CLOSING,Friday,16,1,105.00
2026-04-17T16:57:25.455281,OPEN,XOM,bull_call_spread,bearish,1.04,1.04,0,0,0,6,6,0.124,-0.0182,78,98,0.5200,169969339,0.4350,145.10,0.00,,0,0.89,,,Friday,16,2,208.00
2026-04-17T16:57:28.030722,CLOSE,XOM,bull_call_spread,bearish,1.04,2.56,302.30,144.85,0,6,6,0.124,-0.1765,78,98,0.5200,169969339,0.4350,145.10,17.43,bullish,0,0.89,,Scaled profit Tier 4: +144.9% profit target reached — CLOSING,Friday,16,2,208.00
2026-04-17T16:58:12.432965,OPEN,XOM,bull_call_spread,bearish,1.04,1.04,0,0,0,6,6,0.124,-0.0182,78,98,0.5200,165655669,0.4332,145.08,0.00,,0,0.89,,,Friday,16,4,416.00
2026-04-17T16:58:14.802245,CLOSE,XOM,bull_call_spread,bearish,1.04,2.53,592.07,141.66,0,6,6,0.124,-0.1765,78,98,0.5200,165655669,0.4332,145.08,17.42,bullish,0,0.89,,Scaled profit Tier 4: +141.7% profit target reached — CLOSING,Friday,16,4,416.00
2026-04-17T16:58:39.820599,OPEN,XOM,bull_call_spread,bearish,1.04,1.04,0,0,0,6,6,0.124,-0.0182,78,98,0.5200,162436048,0.4304,145.04,0.00,,0,0.89,,,Friday,16,8,832.00
2026-04-17T16:58:42.569174,CLOSE,XOM,bull_call_spread,bearish,1.04,2.53,1186.43,142.33,0,6,6,0.124,-0.1765,78,98,0.5200,162436048,0.4304,145.04,17.40,bullish,0,0.89,,Scaled profit Tier 4: +142.3% profit target reached — CLOSING,Friday,16,8,832.00
2026-04-17T16:59:19.998935,OPEN,XOM,bull_call_spread,bearish,0.95,0.95,0,0,0,6,6,0.124,-0.0182,79,98,0.4750,158274650,0.4307,144.96,0.00,,0,0.81,,,Friday,16,10,950.00
2026-04-17T16:59:22.960103,CLOSE,XOM,bull_call_spread,bearish,0.95,2.44,1482.57,155.66,0,6,6,0.124,-0.1765,79,98,0.4750,158274650,0.4307,144.96,17.39,bullish,0,0.81,,Scaled profit Tier 4: +155.7% profit target reached — CLOSING,Friday,16,10,950.00
2026-04-17T16:59:58.731756,OPEN,XOM,bull_call_spread,bearish,0.90,0.90,0,0,0,6,6,0.124,-0.0182,80,98,0.4500,154332339,0.4314,144.91,0.00,,0,0.77,,,Friday,16,10,900.00
2026-04-17T17:00:02.528651,CLOSE,XOM,bull_call_spread,bearish,0.90,2.41,1506.77,166.82,0,6,6,0.124,-0.1765,80,98,0.4500,154332339,0.4314,144.91,17.40,bullish,0,0.77,,Scaled profit Tier 4: +166.8% profit target reached — CLOSING,Friday,17,10,900.00
2026-04-17T17:00:38.102031,OPEN,XOM,bull_call_spread,bearish,0.94,0.94,0,0,0,6,6,0.124,-0.0182,79,98,0.4700,150371379,0.4283,144.91,0.00,,0,0.80,,,Friday,17,10,940.00
